sample_id,code_snippet,label,LoC,NoM,NoP,CC,MND,NoF,CR,NoW,MNW,SCCL,sStC,PBM,FAC,MC,API,DbC,SyncIO,ImgC,AsyncUI,TmrStr
1596,Future<ResponseEntity> connect(String? pwd) => this.client.connect(pwd);,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,"Future<Uint8List> readPackagesAsBytes(List<AppInfo> apps) { 
String packagesStr = Uri.encodeComponent( 
jsonEncode(apps.map((e) => e.packageName).toList())); 

return this 
.client 
.readAsBytes(""/stream/downloadApks?packages=$packagesStr""); 
}v",0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,"class ContactRepository { 
final AirControllerClient client; 

ContactRepository({required AirControllerClient client}) 
: this.client = client; 

Future<AccountsAndGroups> getContactAccounts() => 
this.client.getContactAccounts(); 

Future<List<ContactBasicInfo>> getAllContacts() => 
this.client.getAllContacts(); 

Future<List<ContactBasicInfo>> getContactsByAccount( 
String name, String type) => 
this.client.getContactsByAccount(name, type); 

Future<List<ContactBasicInfo>> getContactsByGroupId(int id) => 
this.client.getContactsByGroupId(id); 

Future<ContactDetail> getContactDetail(int id) => 
this.client.getContactDetail(id); 

Future<ContactDataTypeMap> getContactDataTypes() => 
this.client.getContactDataTypes(); 

Future<ContactDetail> createNewContact( 
NewContactRequestEntity requestEntity) => 
this.client.createNewContact(requestEntity); 

Future<ContactDetail> uploadPhotoAndNewContact(File photo) => 
this.client.uploadPhotoAndNewContact(photo); 

Future<ContactDetail> updatePhotoForContact( 
{required File photo, required int contactId}) => 
this.client.updatePhotoForContact(photo: photo, id: contactId); 

Future<void> updateNewContact(UpdateContactRequestEntity requestEntity) => 
this.client.updateNewContact(requestEntity); 

Future<void> deleteRawContacts(DeleteContactsRequestEntity requestEntity) => 
this.client.deleteRawContacts(requestEntity); 
}",1,30,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1599,"Future<AccountsAndGroups> getContactAccounts() => 
this.client.getContactAccounts();",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,"Future<List<ContactBasicInfo>> getAllContacts() => 
this.client.getAllContacts();",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,"Future<List<ContactBasicInfo>> getContactsByAccount( 
String name, String type) => 
this.client.getContactsByAccount(name, type);",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,"Future<List<ContactBasicInfo>> getContactsByGroupId(int id) => 
this.client.getContactsByGroupId(id);",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,"Future<ContactDetail> getContactDetail(int id) => 
this.client.getContactDetail(id);",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,"Future<ContactDataTypeMap> getContactDataTypes() => 
this.client.getContactDataTypes();",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,"Future<ContactDetail> createNewContact( 
NewContactRequestEntity requestEntity) => 
this.client.createNewContact(requestEntity);",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,"Future<ContactDetail> uploadPhotoAndNewContact(File photo) => 
this.client.uploadPhotoAndNewContact(photo);",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,"Future<ContactDetail> updatePhotoForContact( 
{required File photo, required int contactId}) => 
this.client.updatePhotoForContact(photo: photo, id: contactId);",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,"Future<void> updateNewContact(UpdateContactRequestEntity requestEntity) => 
this.client.updateNewContact(requestEntity);",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,"Future<void> deleteRawContacts(DeleteContactsRequestEntity requestEntity) => 
this.client.deleteRawContacts(requestEntity);",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,"class FileRepository {
final AirControllerClient client;

FileRepository({required AirControllerClient client}) : this.client = client;

Future<ResponseEntity> deleteFiles(List<FileItem> files) =>
this.client.deleteFiles(files.map((e) => e.path).toList());

void copyFilesTo(
{required List<String> paths,
required String dir,
Function(String fileName)? onDone,
Function(String fileName, int current, int total)? onProgress,
Function(String error)? onError,
String? fileName = null}) =>
this.client.copyFileTo(
paths: paths,
dir: dir,
onDone: onDone,
onError: onError,
onProgress: onProgress,
fileName: fileName);

void cancelCopy() => this.client.cancelDownload();

Future<List<FileItem>> getFiles(String? path) => this.client.getFiles(path);

Future<List<FileItem>> getDownloadFiles() => this.client.getDownloadFiles();

Future<ResponseEntity> rename(FileItem file, String newName) =>
this.client.rename(file, newName);

Future<CancelToken> uploadFiles(
{required RootDirType rootDirType,
required List<File> files,
String? folder = null,
Function()? onSuccess,
Function(int, int)? onUploading,
Function(String? error)? onError,
VoidCallback? onCancel}) =>
this.client.uploadFiles(
rootDirType: rootDirType,
files: files,
folder: folder,
onSuccess: onSuccess,
onUploading: onUploading,
onError: onError,
onCancel: onCancel);

Future<Uint8List> readAsBytes(List<FileItem> files) async {
final paths = files.map((file) => file.path).toList();
String pathsStr = Uri.encodeComponent(jsonEncode(paths));

String api = ""/stream/download?paths=$pathsStr"";
return await this.client.readAsBytes(api);
}
}",1,47,0,0,11,1,1,0,7,1,0,0,0,1,0,0,0,0,0,1,0
1611,"Future<ResponseEntity> deleteFiles(List<FileItem> files) => 
this.client.deleteFiles(files.map((e) => e.path).toList());",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,"void copyFilesTo( 
{required List<String> paths, 
required String dir, 
Function(String fileName)? onDone, 
Function(String fileName, int current, int total)? onProgress, 
Function(String error)? onError, 
String? fileName = null}) => 
this.client.copyFileTo( 
paths: paths, 
dir: dir, 
onDone: onDone, 
onError: onError, 
onProgress: onProgress, 
fileName: fileName);",1,14,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1613,void cancelCopy() => this.client.cancelDownload();,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,Future<List<FileItem>> getFiles(String? path) => this.client.getFiles(path);,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,Future<List<FileItem>> getDownloadFiles() => this.client.getDownloadFiles();,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,"Future<ResponseEntity> rename(FileItem file, String newName) => 
this.client.rename(file, newName);",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,"Future<CancelToken> uploadFiles( 
{required RootDirType rootDirType, 
required List<File> files, 
String? folder = null, 
Function()? onSuccess, 
Function(int, int)? onUploading, 
Function(String? error)? onError, 
VoidCallback? onCancel}) => 
this.client.uploadFiles( 
rootDirType: rootDirType, 
files: files, 
folder: folder, 
onSuccess: onSuccess, 
onUploading: onUploading, 
onError: onError, 
onCancel: onCancel);",1,16,0,0,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1618,"Future<Uint8List> readAsBytes(List<FileItem> files) async { 
final paths = files.map((file) => file.path).toList(); 
String pathsStr = Uri.encodeComponent(jsonEncode(paths)); 

String api = ""/stream/download?paths=$pathsStr""; 
return await this.client.readAsBytes(api); 
}",1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1619,"class ImageRepository { 
final AirControllerClient client; 

ImageRepository({required AirControllerClient client}) : this.client = client; 

Future<List<ImageItem>> getAllImages() => this.client.getAllImages(); 

Future<List<ImageItem>> getCameraImages() => this.client.getCameraImages(); 

Future<List<AlbumItem>> getAllAlbums() => this.client.getAllAlbums(); 

Future<List<ImageItem>> getImagesInAlbum(AlbumItem albumItem) => 
this.client.getImagesInAlbum(albumItem); 

DioCore.CancelToken uploadPhotos( 
{required int pos, 
required List<File> photos, 
String? path, 
Function(List<ImageItem>)? onSuccess, 
Function(int, int)? onUploading, 
Function(String? error)? onError, 
VoidCallback? onCancel}) => 
this.client.uploadPhotos( 
pos: pos, 
photos: photos, 
path: path, 
onError: onError, 
onSuccess: onSuccess, 
onUploading: onUploading, 
onCancel: onCancel); 

Future<Uint8List> readImagesAsBytes(List<ImageItem> images) async { 
final paths = images.map((image) => image.path).toList(); 
String pathsStr = Uri.encodeComponent(jsonEncode(paths)); 

String api = ""/stream/download?paths=$pathsStr""; 
return await this.client.readAsBytes(api); 
} 

Future<Uint8List> readAlbumsAsBytes(List<AlbumItem> albums) async { 
final ids = albums.map((album) => album.id).toList(); 
String idsStr = Uri.encodeComponent(jsonEncode(ids)); 

String api = ""/image/downloadAlbums?ids=$idsStr""; 
return await this.client.readAsBytes(api); 
} 

Future<ResponseEntity> deleteImages(List<ImageItem> images) async { 
return await this.client.deleteImages(images.map((e) => e.id).toList()); 
} 

Future<ResponseEntity> deleteAlbums(List<AlbumItem> albums) async { 
return await this.client.deleteAlbums(albums.map((e) => e.id).toList()); 
} 

Future<void> copyImagesTo( 
{required List<ImageItem> images, 
required String dir, 
Function(String fileName)? onDone, 
Function(String fileName, int current, int total)? onProgress, 
Function(String error)? onError, 
String? fileName = null}) async { 
return await this.client.copyImagesTo( 
dir: dir, 
images: images, 
onDone: onDone, 
onProgress: onProgress, 
onError: onError, 
fileName: fileName); 
} 

Future<void> copyImageAlbumsTo( 
{required List<AlbumItem> albums, 
required String dir, 
Function(String fileName)? onDone, 
Function(String fileName, int current, int total)? onProgress, 
Function(String error)? onError, 
String? fileName = null}) async { 
return await this.client.copyImageAlbumsTo( 
albums: albums, 
dir: dir, 
onDone: onDone, 
onProgress: onProgress, 
onError: onError, 
fileName: fileName); 
} 

void cancelCopy() => this.client.cancelDownload(); 
}",1,74,0,0,15,1,1,0,10,1,0,0,0,1,0,0,0,0,0,6,0
1620,Future<List<ImageItem>> getAllImages() => this.client.getAllImages();,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,Future<List<ImageItem>> getCameraImages() => this.client.getCameraImages();,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,Future<List<AlbumItem>> getAllAlbums() => this.client.getAllAlbums();,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,"Future<List<ImageItem>> getImagesInAlbum(AlbumItem albumItem) => 
this.client.getImagesInAlbum(albumItem);",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,"DioCore.CancelToken uploadPhotos( 
{required int pos, 
required List<File> photos, 
String? path, 
Function(List<ImageItem>)? onSuccess, 
Function(int, int)? onUploading, 
Function(String? error)? onError, 
VoidCallback? onCancel}) => 
this.client.uploadPhotos( 
pos: pos, 
photos: photos, 
path: path, 
onError: onError, 
onSuccess: onSuccess, 
onUploading: onUploading, 
onCancel: onCancel);",1,16,0,0,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1625,"Future<Uint8List> readImagesAsBytes(List<ImageItem> images) async { 
final paths = images.map((image) => image.path).toList(); 
String pathsStr = Uri.encodeComponent(jsonEncode(paths)); 

String api = ""/stream/download?paths=$pathsStr""; 
return await this.client.readAsBytes(api); 
}",1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1626,"Future<Uint8List> readAlbumsAsBytes(List<AlbumItem> albums) async { 
final ids = albums.map((album) => album.id).toList(); 
String idsStr = Uri.encodeComponent(jsonEncode(ids)); 

String api = ""/image/downloadAlbums?ids=$idsStr""; 
return await this.client.readAsBytes(api); 
}",1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1627,"Future<ResponseEntity> deleteImages(List<ImageItem> images) async { 
return await this.client.deleteImages(images.map((e) => e.id).toList()); 
}",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1628,"Future<ResponseEntity> deleteAlbums(List<AlbumItem> albums) async { 
return await this.client.deleteAlbums(albums.map((e) => e.id).toList()); 
}",1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1629,"Future<void> copyImagesTo( 
{required List<ImageItem> images, 
required String dir, 
Function(String fileName)? onDone, 
Function(String fileName, int current, int total)? onProgress, 
Function(String error)? onError, 
String? fileName = null}) async { 
return await this.client.copyImagesTo( 
dir: dir, 
images: images, 
onDone: onDone, 
onProgress: onProgress, 
onError: onError, 
fileName: fileName); 
}",1,15,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
1630,"Future<void> copyImageAlbumsTo( 
{required List<AlbumItem> albums, 
required String dir, 
Function(String fileName)? onDone, 
Function(String fileName, int current, int total)? onProgress, 
Function(String error)? onError, 
String? fileName = null}) async { 
return await this.client.copyImageAlbumsTo( 
albums: albums, 
dir: dir, 
onDone: onDone, 
onProgress: onProgress, 
onError: onError, 
fileName: fileName); 
}",0,15,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
1631,void cancelCopy() => this.client.cancelDownload();,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,"enum RootDirType { 
sdcard(1), downloadDir(2); 

final int value; 

const RootDirType(this.value); 
}",0,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1633,"class VideoRepository { 
final AirControllerClient client; 

VideoRepository({required AirControllerClient client}) : this.client = client; 

Future<List<VideoItem>> getAllVideos() => this.client.getAllVideos(); 

Future<List<VideoFolderItem>> getAllVideoFolders() => 
this.client.getAllVideoFolders(); 

Future<List<VideoItem>> getVideosInFolder(String folderId) => 
this.client.getVideosInFolder(folderId); 

CancelToken uploadVideos( 
{required List<File> videos, 
String? folder = null, 
Function()? onSuccess, 
Function(int, int)? onUploading, 
Function(String? error)? onError, 
VoidCallback? onCancel}) => 
this.client.uploadVideos( 
videos: videos, 
folder: folder, 
onSuccess: onSuccess, 
onUploading: onUploading, 
onError: onError, 
onCancel: onCancel); 

Future<Uint8List> readVideosAsBytes(List<VideoItem> videos) async { 
final ids = videos.map((video) => video.id).toList(); 
String idsStr = Uri.encodeComponent(jsonEncode(ids)); 

String api = ""/video/downloadVideos?ids=$idsStr""; 
return await this.client.readAsBytes(api); 
} 

Future<Uint8List> readVideoFoldersAsBytes( 
List<VideoFolderItem> videoFolders) async { 
final ids = videoFolders.map((videoFolder) => videoFolder.id).toList(); 
String idsStr = Uri.encodeComponent(jsonEncode(ids)); 

String api = ""/video/downloadVideoFolders?ids=$idsStr""; 
return await this.client.readAsBytes(api); 
} 

Future<ResponseEntity> deleteVideos(List<VideoItem> videos) async { 
return await this 
.client 
.deleteVideos(videos.map((e) => e.id.toString()).toList()); 
} 

Future<ResponseEntity> deleteVideoFolders( 
List<VideoFolderItem> videoFolders) async { 
return await this 
.client 
.deleteVideoFolders(videoFolders.map((e) => e.id.toString()).toList()); 
} 

Future<void> copyVideosTo( 
{required List<VideoItem> videos, 
required String dir, 
Function(String fileName)? onDone, 
Function(String fileName, int current, int total)? onProgress, 
Function(String error)? onError, 
String? fileName = null}) async { 
return this.client.copyVideosTo( 
videos: videos, 
dir: dir, 
onDone: onDone, 
onProgress: onProgress, 
onError: onError, 
fileName: fileName); 
} 

Future<void> copyVideoFoldersTo( 
{required List<VideoFolderItem> videoFolders, 
required String dir, 
Function(String fileName)? onDone, 
Function(String fileName, int current, int total)? onProgress, 
Function(String error)? onError, 
String? fileName = null}) async { 
return this.client.copyVideoFoldersTo( 
videoFolders: videoFolders, 
dir: dir, 
onDone: onDone, 
onProgress: onProgress, 
onError: onError, 
fileName: fileName); 
} 
}",1,77,0,0,15,1,1,0,10,1,0,0,0,1,0,0,0,0,0,4,0
1634,Future<List<VideoItem>> getAllVideos() => this.client.getAllVideos();,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,"Future<List<VideoFolderItem>> getAllVideoFolders() => 
this.client.getAllVideoFolders();",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,"Future<List<VideoItem>> getVideosInFolder(String folderId) => 
this.client.getVideosInFolder(folderId);",1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,"CancelToken uploadVideos( 
{required List<File> videos, 
String? folder = null, 
Function()? onSuccess, 
Function(int, int)? onUploading, 
Function(String? error)? onError, 
VoidCallback? onCancel}) => 
this.client.uploadVideos( 
videos: videos, 
folder: folder, 
onSuccess: onSuccess, 
onUploading: onUploading, 
onError: onError, 
onCancel: onCancel);",1,14,0,0,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1638,"Future<Uint8List> readVideosAsBytes(List<VideoItem> videos) async { 
final ids = videos.map((video) => video.id).toList(); 
String idsStr = Uri.encodeComponent(jsonEncode(ids)); 

String api = ""/video/downloadVideos?ids=$idsStr""; 
return await this.client.readAsBytes(api); 
}",1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1639,"Future<Uint8List> readVideoFoldersAsBytes( 
List<VideoFolderItem> videoFolders) async { 
final ids = videoFolders.map((videoFolder) => videoFolder.id).toList(); 
String idsStr = Uri.encodeComponent(jsonEncode(ids)); 

String api = ""/video/downloadVideoFolders?ids=$idsStr""; 
return await this.client.readAsBytes(api); 
}",1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1640,"Future<ResponseEntity> deleteVideos(List<VideoItem> videos) async { 
return await this 
.client 
.deleteVideos(videos.map((e) => e.id.toString()).toList()); 
}",0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1641,"Future<ResponseEntity> deleteVideoFolders( 
List<VideoFolderItem> videoFolders) async { 
return await this 
.client 
.deleteVideoFolders(videoFolders.map((e) => e.id.toString()).toList()); 
}",1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1642,"Future<void> copyVideosTo( 
{required List<VideoItem> videos, 
required String dir, 
Function(String fileName)? onDone, 
Function(String fileName, int current, int total)? onProgress, 
Function(String error)? onError, 
String? fileName = null}) async { 
return this.client.copyVideosTo( 
videos: videos, 
dir: dir, 
onDone: onDone, 
onProgress: onProgress, 
onError: onError, 
fileName: fileName); 
}",1,15,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1643,"Future<void> copyVideoFoldersTo( 
{required List<VideoFolderItem> videoFolders, 
required String dir, 
Function(String fileName)? onDone, 
Function(String fileName, int current, int total)? onProgress, 
Function(String error)? onError, 
String? fileName = null}) async { 
return this.client.copyVideoFoldersTo( 
videoFolders: videoFolders, 
dir: dir, 
onDone: onDone, 
onProgress: onProgress, 
onError: onError, 
fileName: fileName); 
}",1,15,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1644,"class ToolboxHomeBloc extends Bloc<ToolboxHomeEvent, ToolboxHomeState> { 
ToolboxHomeBloc() : super(ToolboxHomeState()); 


}",0,3,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
1645,"class ToolboxHomeEvent extends Equatable { 
const ToolboxHomeEvent(); 

@override 
List<Object?> get props => []; 
}",0,5,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1646,"class ToolboxHomeState extends Equatable { 
@override 
List<Object?> get props => []; 
}",0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,"class ToolboxItem { 
final ToolboxModule module; 
final String name; 
final String icon; 

const ToolboxItem(this.module, this.name, this.icon); 
}",0,6,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1648,"class ToolboxFlow extends StatefulWidget { 
@override 
State<StatefulWidget> createState() { 
return ToolboxFlowState(); 
} 
}",0,6,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1649,"class ToolboxFlowState extends State<ToolboxFlow> 
with AutomaticKeepAliveClientMixin { 
final -navigatorKey = GlobalKey<NavigatorState>(); 

@override 
Widget build(BuildContext context) { 
super.build(context); 

return Navigator( 
key: -navigatorKey, 
onGenerateRoute: -onGenerateRoute, 
onGenerateInitialRoutes: -onGenerateInitialRoutes, 
initialRoute: ImagePageRoute.IMAGE-HOME); 
} 

List<Route<dynamic>> -onGenerateInitialRoutes( 
NavigatorState navigator, String initialRoute) { 
return [ 
PageRouteBuilder( 
pageBuilder: (-, --, ---) { 
return ToolboxHomePage(-navigatorKey); 
}, 
settings: RouteSettings(name: ImagePageRoute.IMAGE-HOME)) 
]; 
} 

Route -onGenerateRoute(RouteSettings settings) { 
if (settings.name == ImagePageRoute.IMAGE-HOME) { 
return PageRouteBuilder( 
pageBuilder: (-, --, ---) { 
return ToolboxHomePage(-navigatorKey); 
}, 
settings: settings); 
} 

if (settings.name == ToolboxPageRoute.MANAGE-APPS) { 
return PageRouteBuilder( 
pageBuilder: (-, --, ---) { 
return ManageAppsHomePage(-navigatorKey); 
}, 
settings: settings); 
} 

if (settings.name == ToolboxPageRoute.MANAGE-CONTACTS) { 
return PageRouteBuilder( 
pageBuilder: (-, --, ---) { 
return ManageContactsPage(-navigatorKey); 
}, 
settings: settings); 
} 

throw Exception('Unknown route: ${settings.name}'); 
} 

@override 
bool get wantKeepAlive => true; 
}",0,49,3,2,4,3,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0
1650,"@override 
Widget build(BuildContext context) { 
super.build(context); 

return Navigator( 
key: -navigatorKey, 
onGenerateRoute: -onGenerateRoute, 
onGenerateInitialRoutes: -onGenerateInitialRoutes, 
initialRoute: ImagePageRoute.IMAGE-HOME); 
}",0,9,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1651,"List<Route<dynamic>> -onGenerateInitialRoutes( 
NavigatorState navigator, String initialRoute) { 
return [ 
PageRouteBuilder( 
pageBuilder: (-, --, ---) { 
return ToolboxHomePage(-navigatorKey); 
}, 
settings: RouteSettings(name: ImagePageRoute.IMAGE-HOME)) 
]; 
}",0,10,1,2,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
1652,"Route -onGenerateRoute(RouteSettings settings) { 
if (settings.name == ImagePageRoute.IMAGE-HOME) { 
return PageRouteBuilder( 
pageBuilder: (-, --, ---) { 
return ToolboxHomePage(-navigatorKey); 
}, 
settings: settings); 
} 

if (settings.name == ToolboxPageRoute.MANAGE-APPS) { 
return PageRouteBuilder( 
pageBuilder: (-, --, ---) { 
return ManageAppsHomePage(-navigatorKey); 
}, 
settings: settings); 
} 

if (settings.name == ToolboxPageRoute.MANAGE-CONTACTS) { 
return PageRouteBuilder( 
pageBuilder: (-, --, ---) { 
return ManageContactsPage(-navigatorKey); 
}, 
settings: settings); 
} 

throw Exception('Unknown route: ${settings.name}'); 
}",0,24,1,1,4,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0
1653,"class ToolboxHomePage extends StatelessWidget { 
final GlobalKey<NavigatorState> navigatorKey; 

const ToolboxHomePage(this.navigatorKey); 

@override 
Widget build(BuildContext context) { 
return BlocProvider( 
create: (context) => ToolboxHomeBloc(), 
child: -ToolboxHomeView(this.navigatorKey), 
); 
} 
}",0,11,1,1,1,1,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0
1654,"@override 
Widget build(BuildContext context) { 
return BlocProvider( 
create: (context) => ToolboxHomeBloc(), 
child: -ToolboxHomeView(this.navigatorKey), 
); 
}",0,7,1,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
1655,"class -ToolboxHomeView extends StatelessWidget { 
final GlobalKey<NavigatorState> navigatorKey; 

const -ToolboxHomeView(this.navigatorKey); 

@override 
Widget build(BuildContext context) { 
final items = [ 
ToolboxItem(ToolboxModule.manageApps, context.l10n.manageApps, 
""assets/icons/ic-manage-apps.png""), 
ToolboxItem(ToolboxModule.manageContacts, context.l10n.manageContacts, 
""assets/icons/ic-manage-contacts.png""), 
]; 

final dividerLineColor = Color(0xffe0e0e0); 
final -IMAGE-SPACE = 15.0; 

return Scaffold( 
body: Focus( 
autofocus: false, 
focusNode: null, 
child: GestureDetector( 
child: Column(children: [ 
Container( 
child: Stack(children: [ 
Align( 
alignment: Alignment.center, 
child: Text(context.l10n.toolbox, 
textAlign: TextAlign.center, 
style: TextStyle( 
color: Color(0xff616161), fontSize: 16.0))), 
]), 
color: Color(0xfff4f4f4), 
height: Constant.HOME-NAVI-BAR-HEIGHT), 
Divider( 
color: dividerLineColor, 
height: 1.0, 
thickness: 1.0, 
), 
Expanded( 
child: GridView.builder( 
gridDelegate: SliverGridDelegateWithMaxCrossAxisExtent( 
maxCrossAxisExtent: 160, 
crossAxisSpacing: -IMAGE-SPACE, 
childAspectRatio: 1.0, 
mainAxisSpacing: -IMAGE-SPACE), 
itemBuilder: (context, index) { 
final item = items[index]; 

return GestureDetector( 
child: Container( 
child: Column( 
crossAxisAlignment: CrossAxisAlignment.center, 
mainAxisAlignment: MainAxisAlignment.center, 
children: [ 
Image.asset( 
item.icon, 
width: 60, 
height: 60, 
), 
Container( 
child: Text( 
item.name, 
style: TextStyle(color: Color(0xff333333)), 
), 
margin: EdgeInsets.only(top: 10), 
) 
], 
), 
), 
onTap: () { 
switch (item.module) { 
case ToolboxModule.manageApps: 
navigatorKey.currentState 
?.pushNamed(ToolboxPageRoute.MANAGE-APPS); 
break; 

case ToolboxModule.manageContacts: 
navigatorKey.currentState 
?.pushNamed(ToolboxPageRoute.MANAGE-CONTACTS); 
break; 
} 
}, 
); 
}, 
itemCount: items.length, 
), 
), 
Divider(color: dividerLineColor, height: 1.0, thickness: 1.0), 
Container( 
child: Align( 
alignment: Alignment.center, 
child: Text("""", 
style: 
TextStyle(color: Color(0xff646464), fontSize: 12))), 
height: 20, 
color: Color(0xfffafafa)), 
Divider(color: dividerLineColor, height: 1.0, thickness: 1.0), 
], mainAxisSize: MainAxisSize.max), 
onTap: () {}, 
), 
onFocusChange: (value) {}, 
onKey: (node, event) { 
return KeyEventResult.ignored; 
}, 
)); 
} 
}",0,102,1,1,5,4,0,0,33,12,5,0,0,0,0,0,0,0,0,0,0
